id,adresse,cp,ville,pop
52600003,Place de Verdun,52600,Chalindrey,R
52700002,Rue du Général Leclerc,52700,Rimaucourt,R
52800001,RUE AMBROISE PARE,52800,NOGENT,R
52800002,13 Rue de Mandres,52800,Nogent,R
53000001,BLD DES TRAPPISTINES,53000,LAVAL,R
53000002,"246, Route de Bretagne",53000,LAVAL,R
53000003,26 Rue du Pont de Mayenne,53000,Laval,R
53000004,ROUTE DE MAYENNE,53000,LAVAL,R
53000005,140 Avenue de Fougères,53000,Laval,R
53000006,61 Boulevard Félix Grat,53000,LAVAL,R
53000008,195 AVENUE DE CHANZY,53000,LAVAL,R
53000009,ROUTE DE MAYENNE - RN 162,53000,LAVAL,R
53000010,BLD DES TRAPPISTINES,53000,LAVAL,R
53000011,248 RUE DE BRETAGNE,53000,LAVAL,R
53002001,46 avenue de lattre de tassigny,53000,LAVAL,R
53061001,"60, avenue de la Comm. Européenne",53000,LAVAL,R
53100001, Rue de Bretagne,53100,MAYENNE,R
53100002,ROUTE DE PARIS,53100,MAYENNE,R
53100004,69 Boulevard Lucien de Montigny,53100,Mayenne,R
53100006,977 Rue de la Peyennière,53100,MAYENNE,R
53100007,ROUTE DE PARIS - BLD PAUL LINTIE,53100,MAYENNE,R
53102001,550 Boulevard Jean Monnet,53100,MAYENNE,R
53102002,Route de Fontaine,53100,Mayenne,R
53110001,Rue de Couterne,53110,LASSAY-LES-CHâTEAUX,R
53120001,ROUTE D AMBIERES,53120,Gorron,R
53120002,RUE DU CHAMP DE FOIRE,53120,GORRON,R
53140001,zone Normandie Maine,53140,PRé-EN-PAIL,R
53140002,RN 12 ROUTE DE PARIS,53140,PRé-EN-PAIL,R
53140003,RN 12 ROUTE DE PARIS,53140,PRE EN PAIL,R
53150001,Rue de la Libération,53150,Montsûrs,R
53160002,zi de l'aubriere,53160,Bais,R
53170001,RUE DES TILLEULS,53170,Meslay-du-Maine,R
53190001,HAUT DU PLESSIS ROUTE DE LANDIVY,53190,Fougerolles-du-Plessis,R
53200001,PLACE DU CHAMP DE FOIRE,53200,CHâTEAU-GONTIER,R
53200003,11 Avenue René Cassin,53200,Azé,R
53200004,15 Avenue du Maréchal Foch,53200,Château-Gontier,R
53200005,AVENUE GEORGES POMPIDOU,53203,CHâTEAU-GONTIER,R
53200006,30 Avenue des Sablonnières,53200,Saint-Fort,R
53210001,Chemin des marzelles,53210,Argentré,R
53230001,RN 178 BIS,53230,Cossé-le-Vivien,R
53230002,Route de Ballots,53230,Cossé-le-Vivien,R
53230003,ROUTE DE CRAON,53230,COSSE LE VIVIEN,R
53240001,1 RUE FREDERIC CHAPLET,53240,Andouillé,R
53270001,AUT A 81,53270,THORIGNé-EN-CHARNIE,A
53300001,4 rue des vallées,53300,AMBRIERES-LES-VALLEES,R
53320002,R.D. n 115,53320,LOIRON,R
53370001,32 Rue des Avaloirs,53370,Saint-Pierre-des-Nids,R
53400001,Z.A. LA PEPINIERE,53400,CRAON,R
53400002,68 ROUTE DE NANTES,53400,CRAON,R
53410001, Route de Laval,53410,LE BOURGNEUF-LA-FORêT,R
53410003,La Route Neuve,53410,LA GRAVELLE,R
53410004,3 place des Cyprès,53410,Saint-Pierre-la-Cour,R
53480002,le perray,53480,Vaiges,R
53500001,LES SEMONDIERES,53500,ERNéE,R
53500003,ROUTE DE MAYENNE,53500,ERNéE,R
53500004,La Hainaud,53500,ERNEE,R
53600001,ROUTE DE LAVAL,53600,ÉVRON,R
53600002,29 RTE DE LAVAL,53600,ÉVRON,R
53600003,"8, Avenue des Sports",53600,ÉVRON,R
53600004,Route de Sillé le Guillaume,53600,Évron,R
53600007,route de Sillé,53600,Evron,R
53700001,ROUTE DU MANS,53700,Villaines-la-Juhel,R
53800001,RN 171,53800,RENAZé,R
53810001,Impasse des Sablons,53810,Changé,R
53940001,Bld Louis Armand BP 4239,53940,LAVAL,R
53950001,Route de St Jean,53950,LOUVERNé,R
53960001,A81,53960,Bonchamp-lès-Laval,A
53960002,A81-LA SAUVAGERIE  AIRE DE LAVAL BONCHAMPS,53960,Bonchamp-lès-Laval,A
53960003, Rue du Bois-Hedin,53960,BONCHAMP-LèS-LAVAL,R
53970001,ZONE ARTIZ DE L'AUBEPIN,53970,L'HUISSERIE,R
54000001,127 Boulevard Lobau,54000,Nancy,R
54000003,6 Avenue de Boufflers,54000,NANCY,R
54000004,144 Rue du Faubourg des trois Maisons,54000,NANCY,R
54000005,5 Boulevard Lobau,54000,NANCY,R
54000007,44 BOULEVARD ALBERT 1ER,54000,NANCY,R
54000008,40 Avenue de la Libération,54000,Nancy,R
54000009,47 Boulevard Jean Jaurès,54000,Nancy,R
54000010,144 rue du fbg Trois Maisons,54000,NANCY,R
54000011,5 BOULEVARD LOBAU,54000,NANCY,R
54110001,1 rue Victor Prouvé,54110,DOMBASLE-SUR-MEURTHE,R
54110002,69 Rue Gabriel Péri,54110,Dombasle-sur-Meurthe,R
54120002,16 Rue Sainte-Catherine,54120,Baccarat,R
54120004,Route de Lachapelle,54120,DENEUVRE,R
54121001,"28, rue Charles de Gaulle",54121,VANDIèRES,R
54130001,104 Avenue Carnot,54130,Saint-Max,R
54130002,29 Avenue Carnot,54130,Saint-Max,R
54134001,Route de Ceintrey,54134,Ceintrey,R
54135001,Route Nationale,54135,MEXY,R
54140001,Rue de la République,54140,Jarville-la-Malgrange,R
54150001, Avenue Albert de Briey,54150,BRIEY,R
54150002,Avenue Marguerite Puhl Demange,54150,BRIEY,R
54150003,Route de Briey,54150,LANTéFONTAINE,R
54170001,97 Rue Carnot,54170,COLOMBEY-LES-BELLES,R
54170002,5 Rue Alexandre Iii,54170,Colombey-les-Belles,R
54170003,51 RUE ALEXANDRE III,54170,COLOMBEY LES BELLES,R
54170004,Rue du Curtin,54170,Colombey-les-Belles,R
54182001,RD 570,54180,HEILLECOURT,R
54200002,Rue Paul Keller,54200,TOUL,R
54200004,AUTOROUTE A 31,54200,Dommartin-lès-Toul,A
54200005,2 Rue Paul Keller,54200,TOUL,R
54200007,678 Avenue du Général Bigeard,54200,TOUL,R
54200008,153 Avenue du 15ème Génie,54200,Écrouves,R
54200009,AUTOROUTE A31AIRE DE TOUL CHAUDENEY,54200,CHAUDENEY,A
54200011,AUTOROUTE A31AIRE DE TOUL CHAUDENEY,54200,CHAUDENEY,A
54200012,RUE PAUL KELLER,54200,TOUL,R
54204001,POLE COMMERCIAL JEANNE D'ARC,54200,DOMMARTIN-LèS-TOUL,R
54210001,71 Rue Charles Courtois,54210,Saint-Nicolas-de-Port,R
54220001,49 Rue du Colonel Driant,54220,Malzéville,R
54230001,46 Rue du Capitaine Caillon,54230,Neuves-Maisons,R
54230002, Rue Pasteur,54230,NEUVES-MAISONS,R
54240001,83 rue Franchepré,54240,JOEUF,R
54240002,96 Rue de Franchepré,54240,Joeuf,R
54250001, Route de Frouard,54250,CHAMPIGNEULLES,R
54260001,19 RUE NATIONALE,54260,TELLANCOURT,R
54260002,3 rue Irénée Leroy,54260,SAINT-JEAN-LèS-LONGUYON,R
54260003,ROUTE D'ARRANCY,54260,LONGUYON,R
54270001,avenue de saulxures,54270,ESSEY-LèS-NANCY,R
54270002,55 Avenue du 69ème Régiment d'Infanterie,54270,Essey-lès-Nancy,R
54280002,rn74,54280,SEICHAMPS,R
54280003,RD 674,54280,SEICHAMPS,R
54290001,2 rue de Virecourt,54290,BAYON,R
54300001,6 rue tuilier,54300,MONCEL LES LUNEVILLE,R
54300002,60 Boulevard Georges Pompidou,54300,LUNéVILLE,R
54300003,16 Avenue de Gerbéviller,54300,LUNéVILLE,R
54300004,A 33 - Aire d'Anthelupt,54300,VITRIMONT,R
54300005,RN 333,54300,VITRIMONT,R
54300006,Rue Boutet de Monvel,54300,LUNEVILLE,R
54300007,1 Rue Denis Papin,54300,Chanteheux,R
54300008,74. avenue du Général de Gaulle,54300,LUNEVILLE,R
54300010,25 AVENUE P SEMARD,54360,BLAINVILLE SUR L'EAU,R
54300011,AUTOROUTE A33 - AIRE D'ANTHELUPT,54300,VITRIMONT,A
54300012,16 AVENUE DE GERBEVILLER,54300,LUNEVILLE,R
54310001,RUE JEAN MOULIN,54310,Homécourt,R
54320001,Avenue de la Meurthe,54320,MAXéVILLE,R
54330001,"6, Avenue Jacques Leclerc",54330,VÉZELISE,R
54340001,Z.a.c. de Turlomont,54340,POMPEY,R
54360002,33 Rue de Lorraine,54360,DAMELEVIèRES,R
54380003,Rue Emile Gallé,54380,DIEULOUARD,R
54380004,1 AVENUE DU GENERALE DE GAULLE,54380,DIEULOUARD,R
54390001,2 Rue du Bois,54390,Frouard,R
54390002,91 Rue de Metz,54390,FROUARD,R
54400001,1 Avenue de la Paix,54400,LONGWY,R
54450001,4 ROUTE DE STRASBOURG,54450,Ogéviller,R
54450002,11 GRANDE RUE,54450,AVRICOURT,R
54450003,"1, rue du Beuhot",54450,Blâmont,R
54460001,"32, Route de Frouard",54460,LIVERDUN,R
54470002,ZA de la Louviére,54470,THIAUCOURT,R
54480001,1.RUE DU PARTERRE,54480,CIREY-SUR-VEZOUZE,R
54490002,RN 106 - ZI DE LA MOURIERE,54490,PIENNES,R
54500002,AVENUE DE BOURGOGNE,54500,VANDOEUVRE-LèS-NANCY,R
54500003,Route de mirecourt,54500,VANDOEUVRE-LèS-NANCY,R
54500004,22 Avenue Jeanne d'Arc,54500,Vandoeuvre-lès-Nancy,R
54500005,2 Rue Bernard Palissy,54500,VANDOEUVRE-LèS-NANCY,R
54500007,R.N.57 LE DERNIER SOU,54500,VANDOEUVRE LES NANCY,R
54500008,2 AVENUE DE BOURGOGNE,54500,VANDOEUVRE LES NANCY,R
54510001,AVENUE EUGENE POTIER,54510,TOMBLAINE,R
54520001,rue de la Sapinière,54520,LAXOU,R
54520002,CENTRE COMMERCIAL LA CASCADE,54520,LAXOU CHAMP LE BOEUF,R
54520003,10 Avenue de la Résistance,54520,LAXOU,R
54520004,12 Avenue de la Résistance,54520,Laxou,R
54520005,5 Avenue de la Résistance,54520,LAXOU,R
54520006,10 AVENUE DE LA RESISTANCE,54520,LAXOU,R
54520007,5 AVENUE DE LA RESISTANCE,54520,LAXOU,R
54530002,Rue Jean Jaurès,54530,Pagny-sur-Moselle,R
54600001,Boulevard des Aiguillettes,54600,VILLERS-LES-NANCY,R
54600002,"31, boulevard de Baudricourt",54600,VILLERS-LèS-NANCY,R
54600004,110 Avenue Paul Muller,54600,VILLERS-LèS-NANCY,R
54600005,BD DES AIGUILLETTES,54600,VILLERS LES NANCY,R
54610001, Route de Nancy,54610,NOMENY,R
54630001,AUTOROUTE A 330,54630,Richardménil,A
54670002,41 Rue du Général Leclerc,54670,Custines,R
54670004,41 RUE DU GAL LECLERC,54670,CUSTINES,R
54700002,AUTOROUTE A 31,54700,LOISY,A
54700004,A31 AIRE DE LOISY,54700,LOISY,A
54700005,Rue Nicolas Pierson,54700,PONT-à-MOUSSON,R
54700006,1015 Chemin de la Corderie,54700,PONT-à-MOUSSON,R
54700008,Chemin de l'Abreuvoir,54700,Loisy,A
54700009,Le Pré Latour,54700,PONT-à-MOUSSON,R
54700010,AUTOROUTE A31 - AIRE L'OBRION,54700,LOISY,A
54710001,Chemin du Bon Curé,54710,LUDRES,R
54800001,48 Rue de Verdun,54800,JARNY,R
54800003,N.I. du Val de l'Orne CONFLANS EN JARNISY,54800,JARNY,R
54800004,40 Avenue Lafayette,54800,JARNY,R
54800005, Rue Saulxures,54800,JARNY,R
54800006,"18-32, rue de Metz",54800,JARNY,R
54830001,18 Rue du Général Leclerc,54830,Gerbéviller,R
54840004,Rue de la Croix Saint-Nicolas,54840,Gondreville,R
54920001, Route Nationale,54920,VILLERS-LA-MONTAGNE,R
54970001,37 Rue de Verdun,54970,Landres,R
55000001,Route de Longeville,55000,SAVONNIèRES-DEVANT-BAR,R
55000002,32 Rue Ernest Bradfer,55000,Bar-le-Duc,R
55000003,2 Route de Reims,55000,FAINS-VéEL,R
55000004,Avenue de la Grande Terre,55000,BAR-LE-DUC,R
55000005,40 Rue de Bar,55000,Fains-Véel,R
55000007,32 Rue Ernest Bradfer,55000,Bar-le-Duc,R
55000008,32 RUE ERNEST BRADFER,55000,BAR LE DUC,R
55100001, Avenue de Metz,55100,VERDUN,R
55100002,4 Avenue du Général de Gaulle,55100,Verdun,R
55100003,2 Avenue Miribel,55100,Verdun,R
55100004,Place Maurice Genevoix,55100,VERDUN,R
55100005,10 Avenue de Metz,55100,VERDUN,R
55100007,4 AV DU GENERAL DE GAULLE,55100,VERDUN,R
55110001,29 Rue Sainte-Marguerite,55110,DUN-SUR-MEUSE,R
55120001,RN 3,55120,Clermont-en-Argonne,R
55130001,3 Rue de Verdun,55130,GONDRECOURT-LE-CHâTEAU,R
55130002,10 Rue d'Abainville,55130,Houdelaincourt,R
55140001,6 rue des Gites,55140,VAUCOULEURS,R
55160010,AIRE DE VERDUN NORD ST NICOLAS,55160,HAUDIOMONT,A
55160011,Autoroute de l'Est,55160,Haudiomont,A
55160012,Autoroute de l'Est,55160,Haudiomont,A
55190002,rd 36 la favorite,55190,Pagny-sur-Meuse,R
55190003,ROUTE DÉPARTEMENTALE 36D,55190,PAGNY SUR MEUSE,R
55200001,Rue du Docteur Edmond Morelle,55200,COMMERCY,R
55200002,Route d'Euville,55200,COMMERCY,R
55200003,106 Route Nationale,55200,Lérouville,R
55200004,1 rue Jean Moulin,55200,Commercy,R
55210001,63 Rue Raymond Poincaré,55210,VIGNEULLES-LèS-HATTONCHâTEL,R
55270002,Porte de Cheppy,55270,Varennes-en-Argonne,R
55300001,RUE DU DOCTEUR THIERRY,55300,Saint-Mihiel,R
55300002,6 RUE DU FORT,55300,Saint-Mihiel,R
55300003,Route de Bar le Duc,55300,Chauvoncourt,R
55320001,Lieu-dit le moulin Charlier,55320,Dieue-sur-Meuse,R
55400003,30 Rue du 3ème RHC,55400,ÉTAIN,R
55430001,6 Rue du Général de Gaulle,55430,Belleville-sur-Meuse,R
55500001,Rue de la Ballastière,55500,Ligny-en-Barrois,R
55500002,27 RUE DES ETATS UNIS,55500,Ligny-en-Barrois,R
55500003,91 rue de Ligny,55500,Velaines,R
55600001,11 Rue Verdun,55600,Montmédy,R
55700005,ZAC des cailloux,55700,STENAY,R
55800002, Rue de la Tresse,55800,REVIGNY-SUR-ORNAIN,R
56000001, Boulevard de la Paix,56000,Vannes,R
56000002,16 Avenue de la Marne,56000,VANNES,R
56000003,AVENUE DE KERVILER,56000,VANNES,R
56000004,ZC PARC LANN,56000,Vannes,R
56000005,4 Place Fareham,56000,Vannes,R
56000006,6 Avenue Georges Pompidou,56000,VANNES,R
56000008,16 AVENUE DE LA MARNE,56000,VANNES,R
56000009,BOULEVARD DE LA PAIX,56000,VANNES,R
56006001,LE FOURCHENE ROUTE D'AURAY,56000,VANNES,R
56100002,AVENUE LENINE,56100,LORIENT,R
56100003,48 Avenue Chenailler Dit Col. Morice,56100,Lorient,R
56100006,Rue Benoît Frachon,56100,LORIENT,R
56100007,Rue du Colonel Jean Muller,56100,LORIENT,R
56100008,Rue Alfred Dreyfus,56100,LORIENT,R
56100009,Rue Général Jacques de Bollardiere,56100,LORIENT,R
56100010,1 BD YVES DEMAINE,56100,LORIENT,R
56100012,"2, RUE BENOIT FRACHON",56100,LORIENT,R
56109001,Rue MONISTROL,56100,LORIENT,R
56110001,Route de Quimper,56110,Gourin,R
56110002,RUE DE TOUL AN CHY,56110,GOURIN,R
56120001,rue du Porhoët,56120,JOSSELIN,R
56120004,Espace Commercial Oxygène,56120,JOSSELIN,R
56130001,LE PONT,56130,Marzan,R
56130002,routes de nantes,56130,NIVILLAC,R
56140001,Avenue de la Gare,56140,MALESTROIT,R
56140002,ZA DE LA PAVIOTAIE,56140,SAINT-MARCEL,R
56150001,Rue de Pontivy,56150,BAUD,R
56150004,Route de Pontivy,56150,Baud,R
56160001,Rue Jean le Guennec,56160,Guémené-sur-Scorff,R
56170002,12 Avenue de Gaulle,56170,QUIBERON,R
56170003,116 Rue du Port de Pêche,56170,Quiberon,R
56190001,ZAC ESPACE LITTORAL,56190,MUZILLAC,R
56190003,RN165 - SENS VANNES-NANTES,56190,MUZILLAC,R
56190004,RN 165 LA CLE DES CHAMPS,56190,MUZILLAC,R
56190006,Zone de toulan,56190,AMBON,R
56190007,LE POULHER RN 165,56190,Muzillac,A
56190008,ZAC DE TOULAN,56190,Ambon,R
56190009,RN 165/sens Vannes-Nantes,56190,muzillac,R
56190010,ZAC de Toulan,56190,Ambon,R
56200001,2 Rue Montauban,56200,La Gacilly,R
56200003,ZAC DU RAHUN,56200,La Gacilly,R
56220003,16 Rue de la Croix d'Alain,56220,Malansac,R
56230002,ZA de Lenruit,56230,QUESTEMBERT,R
56230003,Route de la Gare,56230,QUESTEMBERT,R
56230005,14 RUE JEAN GRIMAUD,56230,QUESTEMBERT,R
56240002,Bd championnat du monde,56240,PLOUAY,R
56240003,Creis Er Prat,56240,PLOUAY,R
56250001,Impasse Le Condat,56250,Saint-Nolff,R
56250002,Rue Opération Savana,56250,Elven,R
56250003, Rue René Cassin,56250,SULNIAC,R
56250004,VOIE EXPRESS - RN 166 - LE BOLAN,56250,ST NOLFF,R
56260001,C. Commercial de Quelisoy,56260,Larmor-Plage,R
56270001,BD des islandais,22680,ÉTABLES-SUR-MER,R
56270002,15 Rue du Fort Bloqué,56270,PLOEMEUR,R
56270003,Rue de Saint-Bieuzy,56270,Ploemeur,R
56270004, Rue de Saint-Bieuzy,56270,PLOEMEUR,R
56270006,Chemin du Bois d'Amour,56270,Ploemeur,R
56270007,"15, ROUTE DU FORT BLOQUE",56270,PLOEMEUR,R
56300001,35 Rue Général Quinivet,56300,PONTIVY,R
56300002,114 Avenue Général Leclerc,56300,PONTIVY,R
56300003,1 Rue Albert de Mun,56300,PONTIVY,R
56300004,ROUTE DE LORIENT,56300,Pontivy,R
56300005,AVENUE DES CITES UNIES,56300,PONTIVY,R
56300006,ROUTE DE MUR DE BRETAGNE,56300,PONTIVY,R
56301001,Avenue de la Libération,56300,Pontivy,R
56310001,Route de Plouay,56310,BUBRY,R
56320001,21 Rue du Maréchal Leclerc,56320,LE FAOUëT,R
56320002, Rue de Quimper,56320,LE FAOUëT,R
56330001,RUE ABBE LE MARECHAL,56330,Pluvigner,R
56340001,ROND POINT DE L OCEAN,56340,Plouharnel,R
56340002,188 AV DES DRUIDES,56340,CARNAC,R
56340003,Avenue des Salines,56340,Carnac,R
56350002,2 Rue de la Briqueterie,56350,RIEUX,R
56350003, Rue de Vannes,56350,ALLAIRE,R
56350004,Allée du Parc,56350,Allaire,R
56360004,Kersablen,56360,Le Palais,R
56370002,ROND POINT DU ROALIGUEN,56370,Sarzeau,R
56370003,Kerblanquette,56370,SARZEAU,R
56370004,Rue de la Mairie,56370,LE TOUR-DU-PARC,R
56380001, Résidence de Coëtquidan,56380,GUER,R
56380002, Rue de la Croix Logé,56380,GUER,R
56390001,ROUTE DE VANNES,56390,GRAND-CHAMP,R
56400001,C.C. DE KERFONTAINE,56400,Pluneret,R
56400002,36 Avenue de l'Océan,56400,AURAY,R
56400004,67 Rue du Général de Gaulle,56400,Sainte-Anne-d'Auray,R
56400005,5 Rue Louis Billet,56400,AURAY,R
56400006,108 Rue Abbé Philippe le Gall,56400,Auray,R
56400007,ZA de Kerbois,56400,AURAY,R
56400008,RN 165 - Aire de Plougoumelen,56400,PLOUGOUMELEN,R
56400009,67 BIS RUE GENERAL DE GAULLE,56400,STE ANNE D'AURAY,R
56400010,RN 165 - AIRE DE PLOUGOUMELEN,56400,PLOUGOUMELEN,R
56410001,Route de Lorient,56410,ERDEVEN,R
56420002,21 Rue du Docteur Rème,56420,Plumelec,R
56430001,RUE MADAME DE SEVIGNE,56430,Mauron,R
56430002,ROUTE DE DINAN,56430,MAURON,R
56440001,RN24 - ZA LANVEUR,56440,Languidic,R
56440002, Rue Jean Moulin,56440,Languidic,R
56440003,RN24 - ZA LANVEUR,56440,LANGUIDIC,R
56450001,RN 165,56450,THEIX,R
56450002,LA CROIX DE BONNERVAUD - RN 165,56450,THEIX,R
56450003,Rue Rosmadec,56450,THEIX,R
56450004,Le Lobréont,56450,SURZUR,R
56450005,RN 165,56450,THEIX,R
56450006,2 rue LOUIS BRAILLE,56450,THEIX-NOYALO,R
56460001,RN 766 - BOURG,56460,Le Roc-Saint-André,R
56460002,Zone commerciale du Pont Saint-Pierre,56460,Sérent,R
56480001,Bann er Lann,56480,CLEGUEREC,R
56500002,ZA DE KERJEAN,56500,Locminé,R
56500003,ZA LE BRONUT,56500,MOREAC,R
56500004,Rue du Chanoine Martin,56500,RéGUINY,R
56500005,Giratoire de Kérabuse,56500,Moréac,R
56520001,ROUTE DES PLAGES,56520,GUIDEL,R
56520002,KERFLEURY RN.165 Direction Lorient Quimper,56520,GUIDEL,R
56520003,VOIE EXPRESS 165 - KERFLEURY,56520,Guidel,R
56520005,VOIE EXPRESS 165 - KERFLEURY,56520,GUIDEL,R
56520006,KER FLEURY - RN 165,56520,GUIDEL,R
56530001,place Pierre Quinio,56530,QUéVEN,R
56550001,RUE DES SPORTS,56550,Belz,R
56550002,D 781 - PONT LOROIS,56550,Belz,R
56580001,16 Rue Chateaubriand,56580,BRéHAN,R
56600001,1 Rue François Mauriac,56600,LANESTER,R
56600002,AVENUE FRANCOIS MITTERAND BP 254,56600,LANESTER,R
56607001,78 Rue Ambroise Croizat,56600,LANESTER,R
56610001,CENTRE COMMERCIAL LA BRECHE,56610,Arradon,R
56620001,KERPUS,56620,Pont-Scorff,R
56640001,ZA DU REDO,56640,Arzon,R
56640002, Chemin du Croisty,56640,ARZON,R
56650001,RUE EMILE ZOLA,56650,INZINZAC-LOCHRIST,R
56660001,9 Rue des Hêtres,56660,Saint-Jean-Brévelay,R
56670001,route de la croizetière,56670,RIANTEC,R
56670003,lann er velin,56670,RIANTEC,R
56680001,Rue du 19 Mars 1962,56680,PLOUHINEC,R
56690002,RUE DU DISTRO,56690,LANDEVANT,R
56690003,VE165 - AIRE DE BOUL SAPIN,56690,Nostang,R
56690004,VE165 - AIRE DE BOUL SAPIN,56690,NOSTANG,R
56700001,Avenue François Mitterrand,56700,HENNEBONT,R
56700003,KERNOUS,56700,Kervignac,R
56700004,LA GARDELOUPE,56700,Hennebont,R
56700005,KERNOUS,56700,Kervignac,R
56700006,5 Rue de la Madeleine,56700,Merlevenez,R
56700007,Le Champ de la Patience,56700,Kervignac,R
56700008,11 Avenue François Mitterrand,56700,HENNEBONT,R
56700009,32 AVENUE DE LA LIBERATION,56700,HENNEBONT,R
56720001,ROUTE DE CARNAC,56340,PLOUHARNEL,R
56730001,35 Route de Sarzeau,56730,SAINT-GILDAS-DE-RHUYS,R
56760003,Rue Pont Cano,56760,Pénestin,R
56770001,Rue de l'Ellé,56770,PLOURAY,R
56800001,Z.A. ST DENIS,56800,Ploërmel,R
56800002,RN 24 - MALVILLE,56800,Ploërmel,R
56800003,RN 24 BROCELIANDE,56800,Ploërmel,R
56800004,Rue du Lac,56800,PLOëRMEL,R
56800005,2 Avenue de Chateaubriand,56800,Ploërmel,R
56800006,ROUTE NATIONALE 24 - AIRE SUD DE BROCÉLIANDE,56800,PLOERMEL,R
56850001,ZI de Kerpont,56850,Caudan,R
56860001,165 ROUTE DE NANTES,56860,Séné,R
56860003,ROUTE DE NANTES,56860,Séné,R
56860004,165 ROUTE DE NANTES,56860,SENE,R
56870001,Rue des Frères Le Guénédal,56870,BADEN,R
56880001,"1, AVENUE ERIC TABARLY",56880,Ploeren,R
56890001,6 RUE DU VERGER,56890,PLESCOP,R
56890003,Coet digo,56890,SAINT-AVé,R
56890004,4 Rue Marcel Dassault ,56890,SAINT-AVé,R
56910001,LE CHENE HELEUC,56910,Carentoir,R
56920001,ROUTE DE ROHAN,56920,Noyal-Pontivy,R
56930001,ROUTE DE LA LIBERATION,56930,Pluméliau,R
56950002,Z.C. LES ALIZES,56950,CRACH,R
57000001,45 Avenue André Malraux,57000,METZ,R
57000002,78 Rue du Général Metman,57070,Metz,R
57000003,51 Rue du Xxème Corps Américain,57000,Metz,R
57000004,10 Rue des Alliés,57050,METZ,R
57000005,108 Boulevard Saint-Symphorien,57050,Longeville-lès-Metz,R
57000008,8 Avenue Leclerc de Hauteclocque,57000,Metz,R
57000009,28 Avenue André Malraux,57000,Metz,R
57000011,56 Rue de Pouilly,57000,Metz,R
57000014,29 Rue du Xxème Corps Américain,57000,METZ,R
57000015,147 AV ANDRE MALRAUX,57000,METZ,R
57000017,Boulevard du Pontiffroy,57000,METZ,R
57000021,51/59 AVE DU XXEME CORPS AMERICA,57000,METZ,R
57000022,10 RUE DES ALLIES,57050,METZ,R
57050001,36 Route de Lorry,57050,METZ,R
57050002,66 Route de Woippy,57050,METZ,R
57050003,55 Avenue des 2 Fontaines,57050,METZ,R
57070001,Rue de Belletanche,57070,METZ,R
57070002,174 Avenue de Strasbourg,57070,METZ,R
57070003,62 Rue du Général Metman,57070,METZ,R
57070005,192 Avenue de Strasbourg,57070,Metz,R
57070007,"9, RUE JEAN BURGER",57070,ST JULIEN LES METZ,R
57070010,9 Rue Jean Burger,57070,SAINT-JULIEN-LES-METZ,R
57070011,174 AVE DE STRASBOURG,57070,METZ,R
57070012,9 RUE JEAN BURGER,57070,ST JULIEN LES METZ,R
57071001,Bd SOLIDARITE,57070,Metz,R
57100001,1 route de Mondorf,57100,MANOM,R
57100002,Rue du Maillet,57100,THIONVILLE,R
57100003, Allée de la Libération,57100,Thionville,R
57100004,ROND POINT MERLIN,57100,THIONVILLE,R
57100005,ROUTE DE METZ,57100,THIONVILLE,R
57100006,20 Route d'Arlon - Linkling 3,57100,THIONVILLE,R
57100007,ROND POINT MERLIN,57100,THIONVILLE,R
57100008,1 ROUTE DE METZ,57100,THIONVILLE,R
57110001,144 Rue du Président Roosevelt,57970,YUTZ,R
57111001,28 Route de Metz,57865,AMANVILLERS,R
57117001,16 Route Sarrebruck,57645,Montoy-Flanville,R
57120001,ROUTE DE METZ,57120,Rombas,R
57120002,Rue du Muguet,57120,ROMBAS,R
57120003, Rue Clemenceau,57360,AMNEVILLE,R
57124001,AUTOROUTE A4 - AIRE DE METZ SAINT PRIVAT,57855,ST PRIVAT LA MONTAGNE,A
57130001,132 Rue Georges Clemenceau,57130,ARS-SUR-MOSELLE,R
57130002,41 ROUTE DE METZ,57130,JOUY-AUX-ARCHES,R
57130003,RUE DU BOIS LE PRETRE,57130,Ars-sur-Moselle,R
57130004,41 ROUTE DE METZ,57130,JOUY AUX ARCHES,R
57140001,"1, Avenue des 2 Fontaines",57140,Woippy,R
57140002,AUTOROUTE A31,57140,LA MAXE,A
57140003,AUTOROUTE A31,57140,Woippy,A
57150002,3 Rue du Barrois,57150,Creutzwald,R
57150003,Rue Saint Etienne,57150,CREUTZWALD,R
57150004,35 Rue du Barrois,57150,CREUTZWALD,R
57150005,35 Rue du Barrois,57150,Creutzwald,R
57150006,Z. A.,57150,Creutzwald,R
57155002,"1, la Belle Fontaine",57155,MARLY,R
57157001,1 Rue Costes et Bellonte,57155,Marly,R
57160001,ROUTE NATIONALE 57,57160,MOULINS-LèS-METZ,R
57160002,66/68 voie de la Liberté,57160,SCY-CHAZELLES,R
57160005,40 b avenue de la liberation,57160,Châtel-Saint-Germain,R
57160006,AVENUE DE LA LIBERATION,57160,CHATEL ST-GERMAIN,R
57170001,Rue de METZ,57170,CHâTEAU-SALINS,R
57170002,29 RUE DE METZ,57170,Château-Salins,R
57185002,ZAC DE BELLE FONTAINE,57185,CLOUANGE,R
57190001,11 Rue Nationale,57190,FLORANGE,R
57200001,60 Route de Nancy,57200,Sarreguemines,R
57200002,24 Rue du Maréchal Foch,57200,Sarreguemines,R
57200003,Rue Poincarré,57200,Sarreguemines,R
